Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
2013.0,14,91.0,177,7.7,96.0,20,546,257,203,679,769145.0,274092705.0
2013.0,14,132.0,11,7.7,72.0,195,123,834,889,81,463188.0,228778661.0
2015.0,15,137.0,182,7.7,79.0,71,3,207,693,37,73964.0,83861.0
2010.0,14,120.0,85,7.7,95.0,100,306,36,434,755,624982.0,96962694.0
2011.0,14,131.0,11,7.7,65.0,320,281,541,365,499,645512.0,146408305.0
2009.0,14,100.0,93,7.7,73.0,499,652,82,431,218,717559.0,277322503.0
2012.0,14,143.0,12,7.7,81.0,438,145,344,595,453,630614.0,304360277.0
2012.0,1,122.0,105,7.7,81.0,106,81,363,701,356,661871.0,132092958.0
2012.0,1,120.0,91,7.7,86.0,45,57,91,395,12,572581.0,136025503.0
2009.0,14,95.0,105,7.7,76.0,305,655,409,261,151,472242.0,32391374.0
2010.0,1,146.0,55,7.7,65.0,107,148,206,726,87,479120.0,295983305.0
2008.0,12,101.0,67,7.7,86.0,179,106,521,492,870,125317.0,15090400.0
2008.0,8,122.0,87,7.7,80.0,433,213,547,457,783,103330.0,18593156.0
2006.0,12,90.0,78,7.7,81.0,443,431,788,450,878,71379.0,881302.0
2008.0,8,141.0,84,7.7,63.0,84,33,142,25,276,239203.0,35739802.0
2010.0,5,90.0,105,7.7,45.0,413,398,97,680,51,81446.0,1752214.0
2006.0,12,98.0,67,7.7,74.30251710643256,301,509,750,582,67,60368.0,0.0
2006.0,15,126.0,123,7.7,73.71799706899839,455,590,440,60,926,28630.0,0.0
2006.0,15,101.0,122,7.7,86.0,451,597,736,376,39,115576.0,327919.0
2014.0,14,108.0,177,7.7,78.0,16,18,173,624,822,474141.0,25442958.0
2006.0,8,120.0,137,7.7,78.0,474,399,722,717,662,32001.0,412544.0
2006.0,8,123.0,87,7.7,74.0,278,281,230,270,498,175355.0,17605861.0
2007.0,14,157.0,129,7.7,78.0,100,276,657,531,51,466080.0,33080084.0
2006.0,8,110.0,22,7.7,53.0,375,333,72,590,559,299524.0,22494487.0
2005.0,6,116.0,153,7.7,70.0,79,167,74,283,657,28003.0,1054361.0
2007.0,8,122.0,88,7.7,78.0,38,539,694,155,22,61609.0,871577.0
2010.0,12,100.0,67,7.7,71.0,348,98,498,885,211,405922.0,200821936.0
2006.0,8,145.0,180,7.7,71.0,377,100,709,817,308,72643.0,4398392.0
2005.0,1,134.0,172,7.7,87.0,33,276,283,575,726,323103.0,83043761.0
2007.0,1,122.0,22,7.7,76.0,208,531,124,71,549,288797.0,53606916.0
2004.0,14,112.0,132,7.7,66.0,373,169,696,814,476,419483.0,54580300.0
2004.0,14,99.0,18,7.7,78.0,465,571,805,664,815,127250.0,17108591.0
2004.0,1,108.0,33,7.7,73.0,372,424,233,377,103,434841.0,176241941.0
2004.0,8,101.0,179,7.7,61.0,57,128,362,6,436,358432.0,1082715.0
2004.0,1,152.0,88,7.7,73.0,480,284,647,456,163,138356.0,75331600.0
2003.0,14,102.0,100,7.7,89.0,457,66,702,274,45,415074.0,44585453.0
2005.0,14,157.0,55,7.7,81.0,340,148,206,726,251,548619.0,290013036.0
2004.0,14,146.0,22,7.7,47.0,508,165,133,159,718,329592.0,77911774.0
2009.0,12,100.0,77,7.7,80.0,182,142,760,397,396,197761.0,75286229.0
2003.0,14,154.0,25,7.7,55.0,120,602,439,84,907,400049.0,111110575.0
2002.0,8,114.0,137,7.7,83.0,384,182,178,609,48,25938.0,4890878.0
2003.0,8,121.0,105,7.7,68.0,529,144,432,144,260,137981.0,4064200.0
2002.0,6,105.0,137,7.7,76.0,228,470,694,195,790,40403.0,15539266.0
2001.0,6,132.0,137,7.7,28.0,225,553,549,159,196,142863.0,40311852.0
2002.0,8,115.0,100,7.7,83.0,458,461,535,132,859,178565.0,22245861.0
2001.0,1,144.0,157,7.7,74.0,411,333,219,831,247,364254.0,108638745.0
2002.0,1,117.0,132,7.7,72.0,438,604,787,696,536,246840.0,104454762.0
2001.0,8,120.0,179,7.7,60.0,363,454,125,616,914,90842.0,141072.0
2000.0,8,110.0,162,7.7,74.0,466,283,419,355,372,126770.0,21995263.0
2001.0,8,95.0,103,7.7,85.0,234,318,562,786,855,31957.0,3029081.0
2001.0,14,116.0,136,7.7,74.0,469,229,81,422,603,516372.0,183417150.0
2000.0,12,103.0,65,7.7,62.0,540,32,397,629,900,29210.0,151086.0
2000.0,12,107.0,39,7.7,69.0,231,200,257,404,861,286742.0,45512588.0
2002.0,8,116.0,40,7.7,74.60175094406242,54,280,245,472,604,29999.0,0.0
1999.0,1,81.0,75,7.7,73.0,510,612,522,537,346,192112.0,52037603.0
1999.0,8,89.0,93,7.7,68.0,338,526,359,177,9,241575.0,10824921.0
1998.0,15,134.0,100,7.7,81.0,500,286,404,655,217,66408.0,2807390.0
2001.0,1,122.0,132,7.7,69.0,37,165,214,757,865,390247.0,76631907.0
1998.0,14,93.0,105,7.7,86.0,524,292,76,619,803,169229.0,17105219.0
1997.0,12,119.0,169,7.7,75.05137544640604,13,179,621,124,257,64082.0,368234.0
1999.0,8,113.0,102,7.7,90.0,458,320,98,117,429,312542.0,22858926.0
1997.0,1,139.0,105,7.7,67.0,207,273,285,281,170,275755.0,148478011.0
1997.0,14,126.0,11,7.7,52.0,294,93,557,256,340,434125.0,63540020.0
1998.0,6,80.0,93,7.7,73.0,139,595,322,241,177,37424.0,4065116.0
1997.0,1,127.0,84,7.7,76.0,340,9,402,567,112,279318.0,41909762.0
1996.0,12,105.0,88,7.7,87.0,444,227,57,432,821,51350.0,35811509.0
1996.0,1,129.0,129,7.7,47.0,170,506,456,209,428,189716.0,56116183.0
1996.0,6,242.0,137,7.7,71.93037617085454,274,354,417,190,482,35991.0,4414535.0
1995.0,12,97.0,139,7.7,83.0,20,387,193,491,771,32236.0,10019307.0
1995.0,14,99.0,95,7.7,71.0,269,381,550,803,148,26429.0,0.0
1994.0,12,108.0,83,7.7,81.0,333,423,518,656,575,33600.0,21848932.0
1994.0,8,92.0,93,7.7,70.0,280,85,353,528,546,211450.0,3151130.0
1993.0,8,188.0,100,7.7,79.0,415,28,415,824,109,42275.0,6110979.0
1993.0,14,125.0,137,7.7,66.0,253,604,160,710,118,224169.0,77324422.0
1992.0,3,85.0,101,7.7,64.0,62,436,442,176,641,50298.0,27281507.0
1992.0,12,202.0,87,7.7,73.0,459,165,40,185,824,85819.0,48169908.0
1992.0,14,112.0,4,7.7,76.0,331,146,488,727,250,150409.0,75505856.0
1992.0,12,94.0,67,7.7,83.0,179,562,770,102,875,77798.0,0.0
1992.0,8,100.0,129,7.7,82.0,203,9,316,14,12,95826.0,10725228.0
1992.0,12,138.0,179,7.7,62.0,413,602,318,187,499,235388.0,141340178.0
1991.0,6,130.0,137,7.7,64.0,250,347,372,540,598,66941.0,82418501.0
1991.0,12,116.0,106,7.7,69.0,231,200,400,395,455,113240.0,6153939.0
1990.0,8,115.0,132,7.7,66.0,231,200,241,13,437,125822.0,5080409.0
1988.0,12,104.0,67,7.7,83.0,426,75,131,379,142,182009.0,156452370.0
1988.0,15,107.0,199,7.7,76.95966129747268,163,62,251,387,306,33982.0,0.0
1987.0,8,107.0,100,7.7,84.0,63,504,617,690,720,40396.0,1544889.0
1987.0,12,163.0,87,7.7,76.0,47,323,376,652,769,94326.0,43984230.0
1987.0,12,153.0,26,7.7,62.0,470,128,395,579,666,115677.0,22238696.0
1986.0,8,130.0,129,7.7,54.0,216,552,126,298,240,102031.0,7153487.0
1986.0,1,120.0,170,7.7,76.0,103,269,453,189,523,181285.0,8551228.0
1985.0,12,82.0,111,7.7,75.0,532,433,355,169,344,47102.0,10631333.0
1985.0,14,97.0,95,7.7,90.0,313,241,676,849,869,59635.0,10600000.0
1983.0,5,79.0,93,7.7,78.60093726646417,532,643,537,633,416,39881.0,11798616.0
1982.0,12,129.0,137,7.7,77.0,456,473,113,332,367,36096.0,54000000.0
1982.0,12,113.0,11,7.7,67.0,352,640,473,181,363,112704.0,78912963.0
1982.0,1,93.0,0,7.7,61.0,483,580,87,687,85,226541.0,47212904.0
1980.0,12,124.0,137,7.7,86.0,421,171,516,417,862,47099.0,54800000.0
1980.0,12,88.0,93,7.7,78.0,226,160,367,704,464,214882.0,83400000.0
1979.0,12,100.0,69,7.7,71.0,179,646,192,465,567,27014.0,0.0
1978.0,1,91.0,196,7.7,87.0,236,170,332,835,654,233106.0,47000000.0
1976.0,8,126.0,179,7.7,71.0,431,525,308,558,411,39889.0,1924733.0
1975.0,5,85.0,120,7.7,89.0,532,643,164,266,267,36037.0,0.0
1974.0,12,104.0,24,7.7,68.0,259,631,663,534,322,26729.0,0.0
1974.0,1,93.0,121,7.7,73.0,324,134,254,780,320,125993.0,119500000.0
1973.0,1,130.0,84,7.7,87.0,456,9,398,328,84,109941.0,29800000.0
1973.0,1,102.0,22,7.7,83.0,417,92,399,372,7,96561.0,25000000.0
1972.0,12,109.0,52,7.7,80.0,233,328,94,600,754,98740.0,7056013.0
1971.0,1,104.0,22,7.7,94.0,525,223,678,231,872,110075.0,15630710.0
1971.0,1,102.0,24,7.7,90.0,115,135,37,292,733,143292.0,35900000.0
1968.0,12,158.0,13,7.7,63.0,61,502,138,541,689,51913.0,0.0
1968.0,3,105.0,93,7.7,86.0,155,272,808,392,329,31572.0,44527234.0
1967.0,15,150.0,13,7.7,73.0,414,376,211,120,419,67183.0,45300000.0
1967.0,1,100.0,172,7.7,80.30950550897174,296,107,350,572,282,40274.0,26331.0
1966.0,12,120.0,87,7.7,72.0,145,474,809,708,532,31222.0,28350000.0
1965.0,15,105.0,161,7.7,91.0,431,107,299,393,924,48883.0,0.0
1964.0,12,138.0,157,7.7,77.0,88,570,315,841,360,35999.0,0.0
1964.0,1,110.0,12,7.7,87.0,174,552,262,304,810,174119.0,51081062.0
1963.0,1,119.0,159,7.7,90.0,22,521,769,371,838,171739.0,11403529.0
1962.0,7,106.0,179,7.7,76.0,194,240,659,662,551,26457.0,0.0
1960.0,15,101.0,161,7.7,81.40565201859752,332,345,43,585,611,31354.0,83957.0
1960.0,2,128.0,14,7.7,74.0,248,648,739,120,231,87719.0,4905000.0
1960.0,15,90.0,158,7.7,90.0,165,486,27,429,23,27620.0,52709.0
1956.0,2,80.0,160,7.7,92.0,115,357,147,475,508,44839.0,0.0
1955.0,6,111.0,137,7.7,89.0,353,279,577,739,406,83363.0,0.0
1955.0,15,91.0,94,7.7,91.0,18,12,624,119,330,26464.0,0.0
1954.0,7,113.0,105,7.7,72.0,49,262,62,874,895,59415.0,0.0
1952.0,7,129.0,105,7.7,81.91111255747688,237,326,525,68,898,34677.0,10550000.0
1951.0,12,92.0,176,7.7,82.72743398691782,425,441,608,308,782,76315.0,0.0
1951.0,5,105.0,50,7.7,91.0,241,262,429,706,700,71481.0,536118.0
1946.0,2,110.0,151,7.7,83.29924950571103,76,510,266,263,444,27991.0,0.0
1940.0,3,125.0,81,7.7,96.0,201,544,229,610,186,88662.0,76408097.0
1933.0,11,71.0,195,7.7,87.0,213,133,268,873,328,30683.0,0.0
2019.0,6,126.0,87,7.6,73.0,498,415,46,824,89,60408.0,0.0
2018.0,13,102.0,170,7.6,71.0,32,319,158,414,630,140840.0,26020957.0
2019.0,1,161.0,100,7.6,83.0,391,382,81,524,241,551309.0,142502728.0
2017.0,8,127.0,137,7.6,86.0,31,421,20,549,580,29765.0,566356.0
2017.0,1,111.0,137,7.6,92.0,445,89,86,871,159,95181.0,5904366.0
2019.0,1,137.0,84,7.6,68.0,113,434,331,99,147,46739.0,0.0
2017.0,6,101.0,137,7.6,60.0,305,121,527,498,673,99643.0,24801212.0
2019.0,6,97.0,40,7.6,70.0,512,442,835,38,175,66346.0,13122642.0
2015.0,15,138.0,130,7.6,77.0,447,371,239,247,116,52903.0,0.0
2015.0,6,97.0,137,7.6,83.0,111,246,172,839,233,35785.0,845464.0
2017.0,14,136.0,2,7.6,67.0,205,124,837,175,888,569974.0,389813101.0
2017.0,14,113.0,22,7.6,86.0,119,36,403,407,228,439406.0,107825862.0
2017.0,14,134.0,16,7.6,72.0,257,332,556,358,393,58371.0,18340051.0
2015.0,14,142.0,156,7.6,81.0,470,604,507,11,33,287659.0,72313754.0
2018.0,14,118.0,62,7.6,80.0,58,139,293,752,336,250057.0,608581744.0
2016.0,12,107.0,67,7.6,81.0,432,324,174,136,62,272784.0,248757044.0
2015.0,1,121.0,22,7.6,82.0,110,193,410,75,440,371291.0,46889293.0
2015.0,1,133.0,178,7.6,82.0,436,434,743,813,706,247666.0,109767581.0
2014.0,8,140.0,122,7.6,92.0,31,16,195,718,892,49397.0,1092800.0
2016.0,8,102.0,22,7.6,88.0,104,123,71,358,290,204175.0,26862450.0
2013.0,6,98.0,83,7.6,77.0,467,336,738,782,572,94212.0,37707719.0
2014.0,14,130.0,4,7.6,79.0,318,220,441,35,512,411599.0,208545589.0
2012.0,15,112.0,199,7.6,71.56742527688294,367,330,298,69,63,57549.0,0.0
2011.0,1,101.0,36,7.6,73.0,149,265,34,678,214,190531.0,4105123.0
2012.0,1,109.0,22,7.6,68.0,98,276,545,40,29,228132.0,41003371.0
2010.0,12,94.0,69,7.6,80.0,185,24,561,732,846,80939.0,19202743.0
2018.0,14,136.0,165,7.6,88.0,59,370,82,742,300,334312.0,215288866.0
2010.0,6,110.0,184,7.6,80.0,127,315,354,546,307,311822.0,171243005.0
2010.0,8,118.0,172,7.6,65.0,474,446,785,533,904,38491.0,1008098.0
2010.0,12,95.0,73,7.6,72.0,387,125,737,353,770,500851.0,251513985.0
2011.0,8,100.0,105,7.6,72.0,254,331,710,40,113,315426.0,35014192.0
2010.0,14,117.0,17,7.6,66.0,320,1,581,129,273,524081.0,48071303.0
2009.0,15,113.0,3,7.6,71.95247302083186,93,395,16,52,569,63882.0,0.0
2011.0,6,133.0,90,7.6,87.0,46,80,666,408,705,369529.0,75605492.0
2011.0,8,120.0,161,7.6,70.0,378,40,194,342,582,138959.0,3185812.0
2009.0,1,88.0,42,7.6,73.0,435,306,204,877,2,520041.0,75590286.0
2008.0,15,107.0,179,7.6,72.01448083731171,112,342,239,551,397,102742.0,0.0
2009.0,6,128.0,9,7.6,57.0,175,516,412,665,587,583158.0,209028679.0
2009.0,14,129.0,90,7.6,53.0,244,492,696,823,357,293266.0,255959475.0
2007.0,6,104.0,137,7.6,79.0,502,507,276,163,331,41544.0,9422422.0
2008.0,14,123.0,137,7.6,36.0,147,635,677,877,621,286770.0,69951824.0
2007.0,8,100.0,22,7.6,82.0,99,457,796,57,442,227760.0,17114882.0
2007.0,12,127.0,55,7.6,66.0,320,112,134,776,341,255036.0,38634938.0
2009.0,15,71.0,69,7.6,81.0,505,463,218,98,633,31779.0,686383.0
2006.0,8,129.0,129,7.6,76.0,459,165,139,381,157,339757.0,88513495.0
2007.0,8,114.0,129,7.6,72.0,45,453,183,114,631,250590.0,20300218.0
2007.0,6,140.0,88,7.6,66.0,365,412,744,631,243,82781.0,10301706.0
2006.0,6,104.0,16,7.6,70.0,434,307,476,881,923,72863.0,24633730.0
2006.0,12,110.0,146,7.6,68.0,350,181,369,638,767,354728.0,39868642.0
2004.0,15,90.0,132,7.6,52.0,451,470,246,827,833,49728.0,6013.0
2009.0,14,153.0,5,7.6,78.0,107,148,206,726,622,474827.0,301959197.0
2006.0,1,117.0,25,7.6,52.0,543,232,472,180,206,732876.0,210614939.0
2005.0,8,124.0,174,7.6,72.0,532,550,407,217,605,206294.0,23089926.0
2009.0,1,162.0,27,7.6,56.0,543,274,613,109,568,500799.0,107509799.0
2005.0,8,122.0,22,7.6,62.0,29,461,214,350,106,294140.0,24149632.0
2004.0,14,103.0,194,7.6,46.0,212,103,469,170,494,379020.0,56000369.0
2008.0,8,124.0,137,7.6,67.0,77,484,694,575,136,83158.0,3081925.0
2004.0,8,105.0,137,7.6,73.0,169,82,409,212,149,65939.0,697181.0
2003.0,8,93.0,105,7.6,45.0,534,243,503,815,450,67360.0,548707.0
2004.0,12,133.0,168,7.6,76.0,219,51,247,381,208,70925.0,6167817.0
2003.0,8,89.0,100,7.6,81.0,502,477,607,89,691,67370.0,5739376.0
2003.0,14,124.0,132,7.6,70.0,14,553,73,594,180,224545.0,16290476.0
2002.0,8,129.0,132,7.6,56.0,73,343,716,63,405,62659.0,45289.0
2004.0,12,106.0,86,7.6,67.0,304,327,428,424,718,198677.0,51680613.0
2002.0,8,135.0,137,7.6,68.0,459,181,68,655,757,169708.0,13060843.0
2004.0,12,113.0,177,7.6,30.0,124,271,61,26,617,451479.0,57938693.0
2002.0,1,113.0,160,7.6,73.0,95,131,572,139,20,376853.0,45064915.0
2000.0,15,114.0,4,7.6,81.0,282,590,5,807,843,169091.0,0.0
2001.0,1,110.0,100,7.6,76.0,524,223,275,36,80,266842.0,52364010.0
2001.0,1,106.0,137,7.6,88.0,20,409,242,165,34,115827.0,13622333.0
2001.0,12,152.0,55,7.6,64.0,78,148,679,691,565,658185.0,317575550.0
2001.0,6,101.0,194,7.6,74.0,13,462,130,234,11,337651.0,96522687.0
2001.0,8,124.0,84,7.6,52.0,482,327,621,246,713,240714.0,52990775.0
2001.0,1,131.0,157,7.6,53.0,216,335,183,413,717,243729.0,51401758.0
2002.0,1,145.0,23,7.6,80.0,470,602,141,746,610,508417.0,132072926.0
1999.0,8,146.0,90,7.6,74.0,361,165,793,183,538,91557.0,50668906.0
2000.0,1,101.0,95,7.6,64.0,315,128,422,415,90,490062.0,15070285.0
1998.0,14,81.0,132,7.6,77.0,503,215,568,301,670,188317.0,7267585.0
1998.0,1,170.0,182,7.6,78.0,485,309,707,606,509,172710.0,36400491.0
1998.0,12,88.0,69,7.6,71.0,506,56,559,205,71,256906.0,120620254.0
1998.0,8,118.0,40,7.6,41.0,487,327,73,826,623,259753.0,10680275.0
1997.0,1,108.0,132,7.6,69.0,330,578,790,58,268,65058.0,0.0
1998.0,1,100.0,198,7.6,66.0,17,530,446,363,911,187927.0,14378331.0
1996.0,14,147.0,132,7.6,49.0,44,514,443,93,377,186734.0,49100000.0
1997.0,1,134.0,199,7.6,52.0,103,68,606,403,555,131101.0,3796699.0
1995.0,12,136.0,172,7.6,84.0,33,196,428,337,868,102598.0,43182776.0
1995.0,1,128.0,12,7.6,58.0,245,93,364,748,297,364420.0,100012499.0
1995.0,8,121.0,47,7.6,62.0,227,327,243,156,519,90442.0,1037847.0
1995.0,1,135.0,172,7.6,69.0,84,135,535,44,885,73172.0,71516617.0
2002.782718566283,12,140.0,48,7.6,77.0,433,604,77,457,275,269197.0,173837933.0
1994.0,12,92.0,105,7.6,88.0,283,654,418,349,401,64390.0,1464625.0
1993.0,8,113.0,22,7.6,56.0,232,437,658,66,716,171640.0,40903593.0
1993.0,12,102.0,93,7.6,78.0,408,291,811,548,756,165465.0,7993039.0
1992.0,14,120.0,94,7.6,68.0,255,313,506,671,643,107325.0,52929168.0
1991.0,12,118.0,79,7.6,90.0,192,447,782,880,614,27071.0,453243.0
1991.0,8,99.0,94,7.6,66.0,303,302,501,198,685,80487.0,1794187.0
1990.0,12,103.0,108,7.6,63.0,78,397,382,167,425,488817.0,285761243.0
1990.0,1,162.0,122,7.6,60.0,137,9,164,34,844,359809.0,66666062.0
1989.0,14,95.0,105,7.6,76.0,413,71,529,110,112,195663.0,92823600.0
1989.0,12,83.0,81,7.6,88.0,432,324,380,747,732,237696.0,111543479.0
1988.0,12,85.0,94,7.6,76.0,108,384,630,613,736,152871.0,78756177.0
1987.0,12,93.0,100,7.6,72.0,240,573,385,474,625,124773.0,49530280.0
1987.0,1,109.0,24,7.6,68.0,405,432,149,255,642,236894.0,65207127.0
1984.0,1,99.0,132,7.6,82.0,231,200,390,239,176,87745.0,2150000.0
1981.0,14,109.0,137,7.6,68.0,308,346,289,344,216,27650.0,119285432.0
1981.0,1,96.0,11,7.6,77.0,159,432,89,569,609,166588.0,12465371.0
1979.0,14,92.0,24,7.6,65.0,521,435,328,202,105,93878.0,22490039.0
1979.0,12,95.0,41,7.6,74.0,204,310,231,369,743,32802.0,76657000.0
1979.0,1,112.0,15,7.6,76.0,115,135,611,712,354,121731.0,43000000.0
1978.0,12,91.0,68,7.6,64.0,312,321,393,686,722,33656.0,0.0
1978.0,1,121.0,84,7.6,59.0,12,79,305,88,683,73662.0,35000000.0
1977.0,12,138.0,176,7.6,90.0,470,503,238,811,615,184966.0,132088635.0
1973.0,1,112.0,95,7.6,87.0,415,188,587,788,586,26337.0,959000.0
1971.0,5,157.0,183,7.6,77.0,449,520,325,719,576,30144.0,696690.0
1970.0,4,144.0,45,7.6,50.0,61,135,757,199,135,45338.0,1378435.0
1967.0,12,78.0,69,7.6,65.0,531,482,708,508,110,166409.0,141843612.0
1966.0,1,111.0,170,7.6,82.0,336,155,792,751,420,56513.0,0.0
1964.0,12,87.0,114,7.6,96.0,407,322,616,262,746,40351.0,13780024.0
1961.0,1,115.0,105,7.6,76.0,50,50,260,632,114,166544.0,0.0
1956.0,3,201.0,184,7.6,84.0,164,185,667,336,134,34075.0,0.0
1953.0,7,118.0,175,7.6,85.0,145,96,566,184,212,43374.0,30500000.0
1944.0,15,97.0,182,7.6,78.0,22,588,392,866,908,26471.0,0.0
1935.0,15,86.0,135,7.6,93.0,22,515,487,509,294,51853.0,0.0
